,State Name,County,Congressional District,Zip Code,Energy Source,Agency,Year,Program Name,Total Number of Investments,Total Amount of Assistance,Description,State
223,Alaska,Anchorage,AK-00,99503,Biomass,FS,2015,Wood Innovations Grants,1,97500.0,,AK
224,Alaska,Anchorage,AK-00,99503,Biomass,FS,2015,Woody Biomass Utilization Grant,1,97500.0,Handbook on Best Practices for a Biomass-heated Greenhouse at Your Alaska School,AK
225,Alaska,Anchorage,AK-00,99503,Biomass,FS,2021,Wood Innovations Grants,2,247745.0,,AK
226,Alaska,Fairbanks North Star,AK-00,99701,Biomass,RBS,2021,Rural Energy for America Program (REAP),1,48320.0,Other,AK
227,Alaska,Fairbanks North Star,AK-00,99705,Biomass,RBS,2013,Rural Energy for America Program (REAP),1,49678.0,Other,AK
228,Alaska,Fairbanks North Star,AK-00,99708,Biomass,RBS,2011,Advanced Biofuel Payment Program,1,2204.33,Biofuels,AK
229,Alaska,Fairbanks North Star,AK-00,99708,Biomass,RBS,2013,Advanced Biofuel Payment Program,1,126.49,Biofuels,AK
230,Alaska,Fairbanks North Star,AK-00,99708,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,505.16,Biofuels,AK
231,Alaska,Fairbanks North Star,AK-00,99708,Biomass,RBS,2015,Advanced Biofuel Payment Program,1,187.86,Biofuels,AK
232,Alaska,Fairbanks North Star,AK-00,99708,Biomass,RBS,2016,Advanced Biofuel Payment Program,1,51.55,Biofuels,AK
233,Alaska,Fairbanks North Star,AK-00,99708,Biomass,RBS,2017,Advanced Biofuel Payment Program,1,145.09,Biofuels,AK
234,Alaska,Fairbanks North Star,AK-00,99708,Biomass,RBS,2018,Advanced Biofuel Payment Program,1,96.37,Biofuels,AK
235,Alaska,Haines,AK-00,99827,Biomass,FS,2013,Woody Biomass Utilization Grant,1,35000.0,Chilkoot Indian Association Woody Biomass Utilization,AK
236,Alaska,Haines,AK-00,99827,Biomass,FS,2016,Wood Innovations Grants,1,250000.0,,AK
237,Alaska,Hoonah-Angoon,AK-00,99829,Biomass,FS,2020,Wood Innovations Grants,2,261432.0,,AK
238,Alaska,Juneau,AK-00,99801,Biomass,RBS,2011,Rural Energy for America Program (REAP),1,448366.0,Biofuel From Waste Products,AK
239,Alaska,Ketchikan Gateway,AK-00,99901,Biomass,FS,2013,Woody Biomass Utilization Grant,1,143363.0,Ketchikan Gateway Borough Woody Biomass Utilization,AK
240,Alaska,Matanuska-Susitna,AK-00,99645,Biomass,FS,2011,Woody Biomass Utilization Grant,1,80000.0,Susitna Valley High School Wood Heat and Fuel-Wood Forest Project,AK
241,Alaska,Matanuska-Susitna,AK-00,99674,Biomass,FS,2019,Wood Innovations Grants,1,81000.0,,AK
242,Alaska,Northwest Arctic,AK-00,99786,Biomass,RUS,2018,High Energy Cost Grant,1,443476.0,,AK
243,Alaska,Prince of Wales-Hyder,AK-00,99919,Biomass,FS,2016,Wood Innovations Grants,1,150000.0,,AK
244,Alaska,Prince of Wales-Hyder,AK-00,99921,Biomass,FS,2018,Wood Innovations Grants,1,60000.0,,AK
245,Alaska,Skagway,AK-00,99840,Biomass,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,17606.0,Biofuel From Waste Products,AK
246,Alaska,Southeast Fairbanks,AK-00,99780,Biomass,FS,2019,Wood Innovations Grants,1,100000.0,,AK
247,Alaska,Southeast Fairbanks,AK-00,99780,Biomass,RBS,2015,Rural Energy for America Program (REAP),1,49875.0,Solid Fuel Production,AK
248,Alaska,Valdez-Cordova,AK-00,99573,Biomass,FS,2020,Wood Innovations Grants,1,250000.0,,AK
249,Alaska,Valdez-Cordova,AK-00,99588,Biomass,FS,2017,Wood Innovations Grants,1,27500.0,,AK
250,Alaska,Valdez-Cordova,AK-00,99588,Biomass,RBS,2014,Rural Energy for America Program (REAP),1,12500.0,Other,AK
251,Alaska,Yukon-Koyukuk,AK-00,99740,Biomass,RBS,2016,Rural Energy for America Program (REAP),1,250000.0,Other,AK
252,Alaska,Yukon-Koyukuk,AK-00,99740,Biomass,RUS,2013,High Energy Cost Grant,1,3500000.0,,AK
253,Alaska,Yukon-Koyukuk,AK-00,99765,Biomass,FS,2012,Woody Biomass Utilization Grant,1,40420.0,,AK
254,Alaska,Anchorage,AK-00,99567,Solar,RBS,2015,Rural Energy for America Program (REAP),1,3735.0,Solar Small,AK
255,Alaska,Anchorage,AK-00,99567,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,3682.0,Solar Electric,AK
256,Alaska,Denali,AK-00,99755,Solar,RBS,2019,Rural Energy for America Program (REAP),1,75352.0,Solar Electric,AK
257,Alaska,Fairbanks North Star,AK-00,99701,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,19575.0,Solar Electric,AK
258,Alaska,Fairbanks North Star,AK-00,99701,Solar,RBS,2018,Rural Energy for America Program (REAP),1,22913.0,Solar Electric,AK
259,Alaska,Fairbanks North Star,AK-00,99701,Solar,RBS,2021,Rural Energy for America Program (REAP),1,3338.0,Solar Electric,AK
260,Alaska,Fairbanks North Star,AK-00,99705,Solar,RBS,2021,Rural Energy for America Program (REAP),1,18270.0,Solar Electric,AK
261,Alaska,Fairbanks North Star,AK-00,99707,Solar,RBS,2017,Rural Energy for America Program (REAP),1,225172.0,Solar Electric,AK
262,Alaska,Fairbanks North Star,AK-00,99707,Solar,RBS,2021,Rural Energy for America Program (REAP),1,34770.0,Solar Electric,AK
263,Alaska,Fairbanks North Star,AK-00,99709,Solar,RBS,2013,Rural Energy for America Program (REAP),1,16487.0,Solar Small,AK
264,Alaska,Fairbanks North Star,AK-00,99709,Solar,RBS,2015,Renewable Energy Systems (REAP),1,31127.0,Solar Small,AK
265,Alaska,Fairbanks North Star,AK-00,99709,Solar,RBS,2015,Rural Energy for America Program (REAP),1,13220.08,Solar Small,AK
266,Alaska,Fairbanks North Star,AK-00,99709,Solar,RBS,2016,Energy Efficiency Improvement Grant (REAP),1,19999.0,Solar Thermal,AK
267,Alaska,Fairbanks North Star,AK-00,99709,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,10714.0,Solar Electric,AK
268,Alaska,Fairbanks North Star,AK-00,99709,Solar,RBS,2021,Rural Energy for America Program (REAP),2,33585.0,Solar Electric,AK
269,Alaska,Fairbanks North Star,AK-00,99712,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,14697.0,Solar Electric,AK
270,Alaska,Haines,AK-00,99827,Solar,RBS,2015,Rural Energy for America Program (REAP),1,4677.0,Solar Small,AK
271,Alaska,Kenai Peninsula,AK-00,99603,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),4,23933.75,Solar Electric,AK
272,Alaska,Kenai Peninsula,AK-00,99603,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,6812.0,Solar Electric,AK
273,Alaska,Kenai Peninsula,AK-00,99603,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),4,37092.0,Solar Electric,AK
274,Alaska,Kenai Peninsula,AK-00,99603,Solar,RBS,2020,Rural Energy for America Program (REAP),1,11700.0,Solar Electric,AK
275,Alaska,Kenai Peninsula,AK-00,99603,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),3,31781.0,Solar Electric,AK
276,Alaska,Kenai Peninsula,AK-00,99669,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,11347.0,Wind Small,AK
277,Alaska,Kenai Peninsula,AK-00,99669,Solar,RBS,2014,Rural Energy for America Program (REAP),1,2500.0,Solar Small,AK
278,Alaska,Kenai Peninsula,AK-00,99669,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,12647.0,Solar Electric,AK
279,Alaska,Kenai Peninsula,AK-00,99669,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,13525.0,Solar Electric,AK
280,Alaska,Kenai Peninsula,AK-00,99669,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),3,18033.0,Solar Electric,AK
281,Alaska,Kodiak Island,AK-00,99644,Solar,RUS,2020,High Energy Cost Grant,1,1348454.0,,AK
282,Alaska,Lake and Peninsula,AK-00,99649,Solar,RUS,2019,High Energy Cost Grant,1,219660.0,,AK
283,Alaska,Matanuska-Susitna,AK-00,99623,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,4056.0,Solar Electric,AK
284,Alaska,Matanuska-Susitna,AK-00,99645,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,5800.0,Solar Electric,AK
285,Alaska,Matanuska-Susitna,AK-00,99645,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),2,18591.0,Solar Electric,AK
286,Alaska,Matanuska-Susitna,AK-00,99645,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,4515.0,Solar Electric,AK
287,Alaska,Matanuska-Susitna,AK-00,99645,Solar,RBS,2021,Rural Energy for America Program (REAP),1,15576.0,Solar Electric,AK
288,Alaska,Matanuska-Susitna,AK-00,99654,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,AK
289,Alaska,Matanuska-Susitna,AK-00,99654,Solar,RBS,2020,Rural Energy for America Program (REAP),1,20890.0,Solar Electric,AK
290,Alaska,Matanuska-Susitna,AK-00,99676,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,6964.0,Solar Electric,AK
291,Alaska,Matanuska-Susitna,AK-00,99676,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,13280.0,Solar Electric,AK
292,Alaska,Matanuska-Susitna,AK-00,99676,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,3909.0,Solar Electric,AK
293,Alaska,Matanuska-Susitna,AK-00,99687,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,15000.0,Solar Electric,AK
294,Alaska,Matanuska-Susitna,AK-00,99688,Solar,RBS,2020,Rural Energy for America Program (REAP),1,247539.0,Solar Electric,AK
295,Alaska,Northwest Arctic,AK-00,99752,Solar,RUS,2019,High Energy Cost Grant,1,1291675.72,,AK
296,Alaska,Southeast Fairbanks,AK-00,99732,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,9988.0,Solar Electric,AK
297,Alaska,Southeast Fairbanks,AK-00,99780,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,5871.0,Solar Electric,AK
298,Alaska,Southeast Fairbanks,AK-00,99780,Solar,RBS,2015,Rural Energy for America Program (REAP),1,6440.75,Solar Electric,AK
299,Alaska,Valdez-Cordova,AK-00,99573,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,9995.0,Solar Electric,AK
300,Alaska,Valdez-Cordova,AK-00,99588,Solar,RBS,2014,Rural Energy for America Program (REAP),1,31067.0,Solar Large,AK
301,Alaska,Valdez-Cordova,AK-00,99686,Solar,RBS,2014,Rural Energy for America Program (REAP),1,47325.0,Solar Small,AK
302,Alaska,Yukon-Koyukuk,AK-00,99741,Solar,RUS,2018,High Energy Cost Grant,1,1500000.0,,AK
303,Alaska,Anchorage,AK-00,99501,Wind,RUS,2017,High Energy Cost Grant,1,1601943.0,,AK
304,Alaska,Anchorage,AK-00,99501,Wind,RUS,2020,High Energy Cost Grant,1,2513171.0,,AK
305,Alaska,Anchorage,AK-00,99503,Wind,RBS,2011,Rural Energy for America Program (REAP),1,41250.0,Wind Small,AK
306,Alaska,Anchorage,AK-00,99503,Wind,RUS,2006,High Energy Cost Grant,1,1156811.0,,AK
307,Alaska,Anchorage,AK-00,99503,Wind,RUS,2008,High Energy Cost Grant,1,1250000.0,,AK
308,Alaska,Anchorage,AK-00,99503,Wind,RUS,2017,High Energy Cost Grant,1,3000000.0,,AK
309,Alaska,Anchorage,AK-00,99518,Wind,RUS,2020,High Energy Cost Grant,1,2082816.0,,AK
310,Alaska,Bethel,AK-00, 99680,Wind,RUS,2018,High Energy Cost Grant,1,777025.0,,AK
311,Alaska,Bethel,AK-00,99559,Wind,RUS,2018,High Energy Cost Grant,1,2918882.0,,AK
312,Alaska,Bethel,AK-00,99561,Wind,RUS,2017,High Energy Cost Grant,1,2937833.0,,AK
313,Alaska,Bethel,AK-00,99561,Wind,RUS,2020,High Energy Cost Grant,1,316000.0,,AK
314,Alaska,Bethel,AK-00,99614,Wind,RUS,2015,High Energy Cost Grant,1,2974816.0,,AK
315,Alaska,Bethel,AK-00,99614,Wind,RUS,2018,High Energy Cost Grant,1,100000.0,,AK
316,Alaska,Bethel,AK-00,99634,Wind,RBS,2013,Rural Energy for America Program (REAP),1,18812.5,Wind Small,AK
317,Alaska,Bristol Bay,AK-00,99613,Wind,RUS,2009,High Energy Cost Grant,1,1884576.0,,AK
318,Alaska,Bristol Bay,AK-00,99613,Wind,RUS,2018,High Energy Cost Grant,1,785000.0,,AK
319,Alaska,Bristol Bay,AK-00,99633,Wind,RBS,2011,Rural Energy for America Program (REAP),1,20000.0,Wind Small,AK
320,Alaska,Dillingham,AK-00,99576,Wind,RBS,2009,Rural Energy for America Program (REAP),1,20000.0,Wind Small,AK
321,Alaska,Dillingham,AK-00,99576,Wind,RUS,2017,High Energy Cost Grant,1,2208903.0,,AK
322,Alaska,Kenai Peninsula,AK-00,99556,Wind,RBS,2010,Rural Energy for America Program (REAP),1,4100.0,Wind Small,AK
323,Alaska,Kenai Peninsula,AK-00,99603,Wind,RBS,2009,Rural Energy for America Program (REAP),2,8300.0,Wind Small,AK
324,Alaska,Kenai Peninsula,AK-00,99611,Wind,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,8661.0,Wind Small,AK
325,Alaska,Kenai Peninsula,AK-00,99611,Wind,RBS,2010,Renewable Energy Systems (REAP),1,4464.0,Wind Small,AK
326,Alaska,Kenai Peninsula,AK-00,99611,Wind,RBS,2011,Rural Energy for America Program (REAP),1,19950.0,Wind Small,AK
327,Alaska,Kenai Peninsula,AK-00,99669,Wind,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,14625.0,Wind Small,AK
328,Alaska,Kodiak Island,AK-00,99615,Wind,RBS,2010,Renewable Energy Systems (REAP),1,14915.0,Wind Small,AK
329,Alaska,Lake and Peninsula,AK-00,99649,Wind,RUS,2017,High Energy Cost Grant,1,842900.0,,AK
330,Alaska,Valdez-Cordova,AK-00,99686,Wind,RBS,2015,Rural Energy for America Program (REAP),1,44916.0,Wind Small,AK
331,Arizona,Apache,AZ-01,85925,Biomass,FS,2021,Wood Innovations Grants,1,479721.0,,AZ
332,Arizona,Apache,AZ-01,85932,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,80000.0,,AZ
333,Arizona,Coconino,AZ-01,86005,Biomass,FS,2014,SWET Cooperative Agreement,1,250000.0,Arizona Biomass Enterprise Team,AZ
334,Arizona,Coconino,AZ-01,86005,Biomass,FS,2014,Wood Innovations Grants,1,250000.0,,AZ
335,Arizona,Navajo,AZ-01,85901,Biomass,FSA,2014,BCAP Matching Payments,1,23206.0,Byproduct of hazardous fuels reduction (fire),AZ
336,Arizona,Navajo,AZ-01,85901,Biomass,FSA,2015,BCAP Matching Payments,2,65281.0,Byproduct of hazardous fuels reduction (fire),AZ
337,Arizona,Navajo,AZ-01,85901,Biomass,FSA,2016,BCAP Matching Payments,2,80500.0,Byproduct of hazardous fuels reduction (fire),AZ
338,Arizona,Navajo,AZ-01,85901,Biomass,RBS,2012,Advanced Biofuel Payment Program,1,7764.58,Biofuels,AZ
339,Arizona,Navajo,AZ-01,85901,Biomass,RBS,2013,Advanced Biofuel Payment Program,1,19655.01,Biofuels,AZ
340,Arizona,Navajo,AZ-01,85901,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,8176.87,Biofuels,AZ
341,Arizona,Navajo,AZ-01,85901,Biomass,RBS,2015,Advanced Biofuel Payment Program,1,3994.45,Biofuels,AZ
342,Arizona,Navajo,AZ-01,85901,Biomass,RBS,2016,Advanced Biofuel Payment Program,1,2116.45,Biofuels,AZ
343,Arizona,Navajo,AZ-01,85926,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,176415.0,,AZ
344,Arizona,Navajo,AZ-01,85937,Biomass,FSA,2014,BCAP Matching Payments,2,262618.0,Byproduct of hazardous fuels reduction (fire),AZ
345,Arizona,Navajo,AZ-01,85937,Biomass,FSA,2015,BCAP Matching Payments,7,213708.0,Byproduct of hazardous fuels reduction (fire),AZ
346,Arizona,Navajo,AZ-01,85937,Biomass,FSA,2016,BCAP Matching Payments,5,811475.0,Byproduct of hazardous fuels reduction (fire),AZ
347,Arizona,Pinal,AZ-01,85138,Biomass,RBS,2009,Advanced Biofuel Payment Program,1,1337529.99,Biofuels,AZ
348,Arizona,Pinal,AZ-01,85138,Biomass,RBS,2010,Advanced Biofuel Payment Program,1,943335.07,Biofuels,AZ
349,Arizona,Pinal,AZ-01,85138,Biomass,RBS,2011,Advanced Biofuel Payment Program,1,2276948.11,Biofuels,AZ
350,Arizona,Pinal,AZ-01,85138,Biomass,RBS,2012,Advanced Biofuel Payment Program,1,74123.98,Biofuels,AZ
351,Arizona,Pinal,AZ-01,85138,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,20751.07,Biofuels,AZ
352,Arizona,Pinal,AZ-01,85138,Biomass,RBS,2015,Advanced Biofuel Payment Program,1,457.43,Biofuels,AZ
353,Arizona,Apache,AZ-01,86503,Solar,RUS,2012,High Energy Cost Grant,1,1352000.0,,AZ
354,Arizona,Apache,AZ-01,86504,Solar,RUS,2010,Electric Program,1,103128000.0,,AZ
355,Arizona,Apache,AZ-01,86504,Solar,RUS,2019,High Energy Cost Grant,1,94174000.0,,AZ
356,Arizona,Coconino,AZ-01,86001,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,12739.0,Solar Electric,AZ
357,Arizona,Coconino,AZ-01,86004,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),3,46048.0,Solar Electric,AZ
358,Arizona,Coconino,AZ-01,86336,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,9967.0,Solar Electric,AZ
359,Arizona,Gila,AZ-01,85501,Solar,RBS,2009,Rural Energy for America Program (REAP),1,17689.0,Solar Electric,AZ
360,Arizona,Graham,AZ-01,85536,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,8146.0,Solar Electric,AZ
361,Arizona,Graham,AZ-01,85546,Solar,RBS,2008,Renewable Energy Systems (REAP),1,44916.0,Solar Electric,AZ
362,Arizona,Graham,AZ-01,85546,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,19999.0,Solar Electric,AZ
363,Arizona,Graham,AZ-01,85546,Solar,RBS,2016,Energy Efficiency Improvement Grant (REAP),1,19999.0,Solar Electric,AZ
364,Arizona,Graham,AZ-01,85546,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,19642.0,Solar Electric,AZ
365,Arizona,Graham,AZ-01,85546,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),2,33999.0,Solar Electric,AZ
366,Arizona,Graham,AZ-01,85546,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,17664.0,Solar Electric,AZ
367,Arizona,Graham,AZ-01,85548,Solar,RBS,2015,Rural Energy for America Program (REAP),1,41940.0,Solar Electric,AZ
368,Arizona,Graham,AZ-01,85552,Solar,RBS,2015,Rural Energy for America Program (REAP),1,49843.0,Solar Large,AZ
369,Arizona,Greenlee,AZ-01,85533,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,19999.0,Solar Electric,AZ
370,Arizona,Mohave,AZ-01,86434,Solar,RUS,2004,High Energy Cost Grant,1,2000000.0,,AZ
371,Arizona,Navajo,AZ-01,85901,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),2,34179.0,Solar Electric,AZ
372,Arizona,Navajo,AZ-01,85901,Solar,RBS,2012,Energy Efficiency Improvement Grant (REAP),1,19988.0,Solar Electric,AZ
373,Arizona,Navajo,AZ-01,85901,Solar,RBS,2013,Rural Energy for America Program (REAP),1,19392.0,Solar Electric,AZ
374,Arizona,Navajo,AZ-01,85902,Solar,RBS,2012,Energy Efficiency Improvement Grant (REAP),1,19964.0,Solar Electric,AZ
375,Arizona,Navajo,AZ-01,85902,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,12116.0,Solar Electric,AZ
376,Arizona,Navajo,AZ-01,85929,Solar,RUS,2003,Electric Program,1,3145000.0,,AZ
377,Arizona,Pinal,AZ-01,85131,Solar,RBS,2020,Renewable Energy Systems (REAP),1,155000.0,Solar Electric,AZ
378,Arizona,Pinal,AZ-01,85194,Solar,RBS,2015,Rural Energy for America Program (REAP),1,121141.0,Solar Electric,AZ
379,Arizona,Yavapai,AZ-01,86336,Solar,RBS,2009,Renewable Energy Systems (REAP),1,110716.11,Solar Electric,AZ
380,Arizona,Yavapai,AZ-01,86336,Solar,RBS,2013,Rural Energy for America Program (REAP),1,19999.0,Solar Electric,AZ
381,Arizona,Yavapai,AZ-01,86336,Solar,RBS,2017,Rural Energy for America Program (REAP),1,49995.0,Solar Electric,AZ
382,Arizona,Yavapai,AZ-01,86336,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,14602.0,Solar Electric,AZ
383,Arizona,Yavapai,AZ-01,86336,Solar,RBS,2019,Rural Energy for America Program (REAP),1,47628.0,Solar Electric,AZ
384,Arizona,Yavapai,AZ-01,86336,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,19980.0,Solar Electric,AZ
385,Arizona,Yavapai,AZ-01,86336,Solar,RBS,2020,Rural Energy for America Program (REAP),1,27528.0,Solar Electric,AZ
386,Arizona,Navajo,AZ-01,85939,Wind,RBS,2011,Rural Energy for America Program (REAP),1,47048.62,Wind Small,AZ
387,Arizona,Cochise,AZ-02,52625,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,AZ
388,Arizona,Cochise,AZ-02,85602,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,19999.0,Solar Electric,AZ
389,Arizona,Cochise,AZ-02,85602,Solar,RBS,2013,Rural Energy for America Program (REAP),1,39619.0,Solar Small,AZ
390,Arizona,Cochise,AZ-02,85602,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,19994.0,Solar Electric,AZ
391,Arizona,Cochise,AZ-02,85603,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),3,50319.0,Solar Electric,AZ
392,Arizona,Cochise,AZ-02,85603,Solar,RBS,2014,Rural Energy for America Program (REAP),1,26077.2,Other,AZ
393,Arizona,Cochise,AZ-02,85607,Solar,RBS,2008,Renewable Energy Systems (REAP),1,30923.15,Solar Electric,AZ
394,Arizona,Cochise,AZ-02,85610,Solar,RBS,2009,Rural Energy for America Program (REAP),1,13424.0,Solar Electric,AZ
395,Arizona,Cochise,AZ-02,85610,Solar,RBS,2010,Renewable Energy Systems (REAP),1,30000.0,Solar Electric,AZ
396,Arizona,Cochise,AZ-02,85610,Solar,RBS,2010,Rural Energy for America Program (REAP),1,19975.0,Solar Electric,AZ
397,Arizona,Cochise,AZ-02,85610,Solar,RBS,2011,Rural Energy for America Program (REAP),2,72555.0,Solar Electric,AZ
398,Arizona,Cochise,AZ-02,85615,Solar,RBS,2013,Rural Energy for America Program (REAP),1,41238.0,Solar Electric,AZ
399,Arizona,Cochise,AZ-02,85616,Solar,RBS,2012,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,AZ
400,Arizona,Cochise,AZ-02,85617,Solar,RBS,2009,Rural Energy for America Program (REAP),1,15732.0,Solar Electric,AZ
401,Arizona,Cochise,AZ-02,85625,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),5,100000.0,Solar Electric,AZ
402,Arizona,Cochise,AZ-02,85626,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,AZ
403,Arizona,Cochise,AZ-02,85627,Solar,RBS,2011,Rural Energy for America Program (REAP),1,49993.0,Solar Electric,AZ
404,Arizona,Cochise,AZ-02,85632,Solar,RBS,2006,Renewable Energy Systems (REAP),1,16000.0,Solar Electric,AZ
405,Arizona,Cochise,AZ-02,85632,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,10500.0,Solar Electric,AZ
406,Arizona,Cochise,AZ-02,85635,Solar,RBS,2012,Rural Energy for America Program (REAP),1,33555.67,Solar Electric,AZ
407,Arizona,Cochise,AZ-02,85635,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,AZ
408,Arizona,Cochise,AZ-02,85635,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,19997.0,Solar Electric,AZ
409,Arizona,Cochise,AZ-02,85638,Solar,RBS,2013,Rural Energy for America Program (REAP),1,49996.0,Solar Electric,AZ
410,Arizona,Cochise,AZ-02,85643,Solar,RBS,2007,Renewable Energy Systems (REAP),1,7843.0,,AZ
411,Arizona,Cochise,AZ-02,85643,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),2,33496.0,Solar Electric,AZ
412,Arizona,Cochise,AZ-02,85643,Solar,RBS,2013,Rural Energy for America Program (REAP),1,9550.0,Solar Electric,AZ
413,Arizona,Cochise,AZ-02,85643,Solar,RBS,2021,Rural Energy for America Program (REAP),1,108361.0,Solar Electric,AZ
414,Arizona,Pima,AZ-02,85614,Solar,RBS,2016,Renewable Energy Systems (REAP),1,105000.0,Solar Electric,AZ
415,Arizona,Pima,AZ-02,85614,Solar,RBS,2016,Rural Energy for America Program (REAP),2,862500.0,Solar Electric,AZ
416,Arizona,Pima,AZ-02,85614,Solar,RBS,2017,Rural Energy for America Program (REAP),1,574000.0,Solar Electric,AZ
417,Arizona,Cochise,AZ-02,85632,Wind,RBS,2007,Renewable Energy Systems (REAP),1,2714.0,Wind Small,AZ
418,Arizona,Pima,AZ-03,85706,Biomass,NIFA,2004,SBIR Grants,1,79885.0,Biofuels and Biobased Products,AZ
419,Arizona,Pima,AZ-03,85713,Biomass,NIFA,2015,SBIR Grants,1,100000.0,Biofuels and Biobased Products,AZ
420,Arizona,Maricopa,AZ-03,85354,Solar,RBS,2020,Rural Energy for America Program (REAP),1,46750.0,Solar Electric,AZ
